name,current_elo,competitions,avg_elo_change,elo_volatility,avg_rank,min_elo,peak_elo,discipline,era_name,gender
Vorobyev Valeriy,1493.5103486543132,3,-2.16,1.14,25.67,1493.51,1498.82,Speed,IFSC,Men
ROGERS Zaden,1493.442863562286,1,-6.56,,37.0,1493.44,1493.44,Speed,IFSC,Men
MINER Logan,1493.3888378932525,1,-6.61,,28.0,1493.39,1493.39,Speed,IFSC,Men
MALLESH Deepu,1493.386242659236,1,-6.61,,33.0,1493.39,1493.39,Speed,IFSC,Men
Peñaranda Aaron,1493.3303323565988,1,-6.67,,39.0,1493.33,1493.33,Speed,IFSC,Men
Takenaka Sho,1493.2303806128589,4,-1.69,4.15,42.25,1493.23,1499.78,Speed,IFSC,Men
Kozlov Vasily,1493.1742371041992,1,-6.83,,31.0,1493.17,1493.17,Speed,IFSC,Men
Jaggi Martin,1493.141471128609,1,-6.86,,38.0,1493.14,1493.14,Speed,IFSC,Men
MOON Taeung,1493.1349941006763,2,-3.43,6.42,43.5,1493.13,1501.1,Speed,IFSC,Men
LI YuXu,1493.104387672426,2,-3.45,8.19,42.5,1490.76,1493.1,Speed,IFSC,Men
Haoran Xu,1493.0459512786963,3,-2.32,2.87,16.67,1493.05,1500.93,Speed,IFSC,Men
Lysenko Dmytro,1492.9966653803826,1,-7.0,,39.0,1493.0,1493.0,Speed,IFSC,Men
Camalzade Seymur,1492.964834210889,1,-7.04,,26.0,1492.96,1492.96,Speed,IFSC,Men
Son Donggyu,1492.9468465507896,1,-7.05,,22.0,1492.95,1492.95,Speed,IFSC,Men
Peña Juan Martin,1492.9167799987158,3,-2.36,4.29,37.0,1492.92,1502.49,Speed,IFSC,Men
Amar Hassan Mohamad Kamal,1492.8777710628744,1,-7.12,,48.0,1492.88,1492.88,Speed,IFSC,Men
Cingari Alessandro,1492.851665175061,9,-0.79,6.84,31.67,1487.07,1498.18,Speed,IFSC,Men
Yeo Xu Hong Ryan,1492.7513915157729,1,-7.25,,22.0,1492.75,1492.75,Speed,IFSC,Men
Uterga Flamarique Unax,1492.7038103117982,1,-7.3,,41.0,1492.7,1492.7,Speed,IFSC,Men
Lee En-Chih,1492.694043638727,2,-3.65,0.83,28.0,1492.69,1496.93,Speed,IFSC,Men
KIM Daeseong,1492.6574974644727,1,-7.34,,57.0,1492.66,1492.66,Speed,IFSC,Men
GÓMEZ BARRIOS Miguel,1492.6341446327658,2,-3.68,7.45,44.5,1491.05,1492.63,Speed,IFSC,Men
Mukbaniani Giorgi,1492.6186561243694,1,-7.38,,21.0,1492.62,1492.62,Speed,IFSC,Men
Kim sangmin,1492.6094449481225,1,-7.39,,61.0,1492.61,1492.61,Speed,IFSC,Men
Jang Yongho,1492.5837278415509,1,-7.42,,13.0,1492.58,1492.58,Speed,IFSC,Men
WINDISCHER Lukas,1492.5621056342966,1,-7.44,,49.0,1492.56,1492.56,Speed,IFSC,Men
Lin Thomas,1492.4253474527115,1,-7.57,,48.0,1492.43,1492.43,Speed,IFSC,Men
Farah Borja,1492.3901052708873,1,-7.61,,95.0,1492.39,1492.39,Speed,IFSC,Men
Franckaert Lukas,1492.377076625457,1,-7.62,,70.0,1492.38,1492.38,Speed,IFSC,Men
MOZOLEVYCH Denys,1492.3418113179575,2,-3.83,10.83,44.5,1488.51,1492.34,Speed,IFSC,Men
Zedler Dorian,1492.330130142128,2,-3.83,1.05,52.5,1492.33,1495.42,Speed,IFSC,Men
SONG HYEONU,1492.3236642517645,1,-7.68,,31.0,1492.32,1492.32,Speed,IFSC,Men
Kuan Liang Tay,1492.29447372889,2,-3.85,3.87,43.5,1492.29,1493.41,Speed,IFSC,Men
Yurin Andrey,1492.24979005354,2,-3.88,0.01,28.5,1492.25,1496.12,Speed,IFSC,Men
Cancel Gabriel,1492.2252346984942,2,-3.89,3.84,48.0,1492.23,1493.4,Speed,IFSC,Men
David Julian Ronan,1492.1805757867944,1,-7.82,,44.0,1492.18,1492.18,Speed,IFSC,Men
LEE Junwoo,1492.1505099985116,1,-7.85,,39.0,1492.15,1492.15,Speed,IFSC,Men
KIM Younghyun,1492.105169413402,2,-3.95,0.28,32.5,1492.11,1496.25,Speed,IFSC,Men
Li Guangpu,1492.0799594348207,5,-1.58,9.06,13.8,1488.32,1501.7,Speed,IFSC,Men
Pillai Bryan Amias,1492.0651214070265,1,-7.93,,19.0,1492.07,1492.07,Speed,IFSC,Men
Harada Kai,1492.0136589556823,12,-0.67,7.64,45.17,1473.08,1505.81,Speed,IFSC,Men
PICCOLRUAZ Michael,1491.9597709362115,1,-8.04,,29.0,1491.96,1491.96,Speed,IFSC,Men
Shikhrahimov  Galib,1491.9547111769637,1,-8.05,,27.0,1491.95,1491.95,Speed,IFSC,Men
Coleman Nathaniel,1491.932965293258,8,-1.01,7.11,45.25,1491.93,1516.14,Speed,IFSC,Men
PARK MINSOO,1491.923694148766,2,-4.04,6.35,28.5,1491.47,1491.92,Speed,IFSC,Men
Diachkov Maksim,1491.893512289934,2,-4.05,1.61,24.5,1491.89,1497.09,Speed,IFSC,Men
Valsamidis Matthaios,1491.868227902957,1,-8.13,,97.0,1491.87,1491.87,Speed,IFSC,Men
WEI JUNFEI,1491.8676100322882,1,-8.13,,49.0,1491.87,1491.87,Speed,IFSC,Men
PIÑA Héctor,1491.7496877303968,1,-8.25,,59.0,1491.75,1491.75,Speed,IFSC,Men
Ozturk Ismail,1491.7074324190637,1,-8.29,,58.0,1491.71,1491.71,Speed,IFSC,Men
CHICAIZA DAVILA Tomas,1491.643347059592,1,-8.36,,30.0,1491.64,1491.64,Speed,IFSC,Men
Fajri Ashari,1491.629084454749,4,-2.16,5.57,15.5,1486.8,1492.59,Speed,IFSC,Men
Lisovskyi Hryhorii,1491.5617810268418,1,-8.44,,36.0,1491.56,1491.56,Speed,IFSC,Men
Chavot Vincent,1491.551782826618,1,-8.45,,29.0,1491.55,1491.55,Speed,IFSC,Men
Rivadeneira Paolo,1491.5486897349224,2,-4.23,0.01,42.5,1491.55,1495.78,Speed,IFSC,Men
Di Lallo Aaron,1491.5040902114952,1,-8.5,,17.0,1491.5,1491.5,Speed,IFSC,Men
CURTIS Calrin,1491.4795993314913,1,-8.52,,37.0,1491.48,1491.48,Speed,IFSC,Men
Puzon Mateusz,1491.433200935002,1,-8.57,,18.0,1491.43,1491.43,Speed,IFSC,Men
Matthews Thomas,1491.414988330139,1,-8.59,,24.0,1491.41,1491.41,Speed,IFSC,Men
CHOI Jongbin,1491.3818715572747,5,-1.72,2.58,36.8,1491.38,1494.91,Speed,IFSC,Men
LEHMANN Paco,1491.317956136765,1,-8.68,,60.0,1491.32,1491.32,Speed,IFSC,Men
Delfaniyan Ehsan,1491.3063322441635,2,-4.35,2.42,27.0,1491.31,1493.94,Speed,IFSC,Men
Lis Jurgen,1491.2988131766915,1,-8.7,,58.0,1491.3,1491.3,Speed,IFSC,Men
Kuric Peter,1491.2228606195868,2,-4.39,4.06,55.5,1491.22,1498.49,Speed,IFSC,Men
Bin Mohd Zulkifli Muhammad Taqiuddin,1491.090007655262,1,-8.91,,69.0,1491.09,1491.09,Speed,IFSC,Men
REEDY Caden,1491.0849006619148,1,-8.92,,30.0,1491.08,1491.08,Speed,IFSC,Men
AU Chi-Fung,1491.060117906324,1,-8.94,,43.0,1491.06,1491.06,Speed,IFSC,Men
Estrada De Artola Emmanuel,1491.0483580477974,1,-8.95,,80.0,1491.05,1491.05,Speed,IFSC,Men
Qiu jilong,1490.9773665066173,2,-4.51,15.31,26.0,1490.98,1506.32,Speed,IFSC,Men
Parma Georg,1490.8334911219697,4,-2.29,1.13,59.0,1490.83,1496.42,Speed,IFSC,Men
FALL Matthew,1490.7680831705345,1,-9.23,,31.0,1490.77,1490.77,Speed,IFSC,Men
CHANG Silas,1490.759770435716,1,-9.24,,38.0,1490.76,1490.76,Speed,IFSC,Men
ZEDLER Dorian,1490.744388293005,1,-9.26,,53.0,1490.74,1490.74,Speed,IFSC,Men
Kluwer Jules,1490.5797814608493,1,-9.42,,75.0,1490.58,1490.58,Speed,IFSC,Men
Panfilov Alexey,1490.4568001386422,3,-3.18,1.5,34.0,1490.46,1496.9,Speed,IFSC,Men
WHITNEY Jack,1490.4485781714332,1,-9.55,,44.0,1490.45,1490.45,Speed,IFSC,Men
SHI Zechuan,1490.4304551250043,7,-1.37,9.45,23.43,1485.82,1507.37,Speed,IFSC,Men
Moosburger Emanuel,1490.3986783825894,1,-9.6,,60.0,1490.4,1490.4,Speed,IFSC,Men
PITCHER Ethan,1490.3654224616355,8,-1.2,5.65,27.5,1486.89,1508.58,Speed,IFSC,Men
Moreno Bryam,1490.35747095848,1,-9.64,,43.0,1490.36,1490.36,Speed,IFSC,Men
Whitney Jack,1490.3201134844924,1,-9.68,,55.0,1490.32,1490.32,Speed,IFSC,Men
Styla Maciej,1490.299369228731,1,-9.7,,28.0,1490.3,1490.3,Speed,IFSC,Men
KITAMI Munekazu,1490.2813846502047,2,-4.86,11.95,27.0,1486.69,1490.28,Speed,IFSC,Men
Roberts Aidan,1490.2580142603497,1,-9.74,,25.0,1490.26,1490.26,Speed,IFSC,Men
SKOLNIK Darren,1490.2337986118075,2,-4.88,2.93,29.0,1490.23,1497.19,Speed,IFSC,Men
O'FRANCIA Quinn,1490.122745708286,2,-4.94,1.78,29.0,1490.12,1496.32,Speed,IFSC,Men
Tiapkin Ihor,1490.1136526220123,3,-3.3,6.43,43.33,1490.11,1500.78,Speed,IFSC,Men
Novitskiy Yury,1490.0752608959017,2,-4.96,2.92,26.0,1490.08,1497.1,Speed,IFSC,Men
Rosendorff Joseph,1490.0409593981651,1,-9.96,,104.0,1490.04,1490.04,Speed,IFSC,Men
BEKMEZ FERHAT,1490.0324044223364,1,-9.97,,44.0,1490.03,1490.03,Speed,IFSC,Men
Ruana Rudolph,1490.025434872198,10,-1.0,3.56,49.2,1490.03,1500.9,Speed,IFSC,Men
Skachkov Egor,1490.017556991872,1,-9.98,,35.0,1490.02,1490.02,Speed,IFSC,Men
Ali Yasin,1489.9310514364813,1,-10.07,,29.0,1489.93,1489.93,Speed,IFSC,Men
Einarsson Magnus,1489.7992916252183,1,-10.2,,18.0,1489.8,1489.8,Speed,IFSC,Men
Skorodumov Sergei,1489.772838041302,1,-10.23,,72.0,1489.77,1489.77,Speed,IFSC,Men
Ioannou Denis,1489.7341761149485,1,-10.27,,47.0,1489.73,1489.73,Speed,IFSC,Men
Freudenheim Ethan,1489.6790575135794,1,-10.32,,44.0,1489.68,1489.68,Speed,IFSC,Men
ZAJAC Robert,1489.5273088491974,1,-10.47,,55.0,1489.53,1489.53,Speed,IFSC,Men
Son Jongseok,1489.50746694731,2,-5.25,4.66,36.0,1489.51,1491.46,Speed,IFSC,Men
Lis Yannick,1489.4976427420934,1,-10.5,,62.0,1489.5,1489.5,Speed,IFSC,Men
Bunprakop Phanuphong,1489.4433878650482,5,-2.11,7.57,40.0,1486.73,1494.15,Speed,IFSC,Men
KANG MINSU,1489.414795922053,3,-3.53,1.93,38.33,1489.41,1498.26,Speed,IFSC,Men
Goodall Andrew,1489.41426061405,2,-5.29,0.39,33.0,1489.41,1494.98,Speed,IFSC,Men
KIM Dong Jun,1489.3699401640424,2,-5.32,0.47,44.5,1489.37,1494.36,Speed,IFSC,Men
Erikov Alexey,1489.225859869135,1,-10.77,,36.0,1489.23,1489.23,Speed,IFSC,Men
Chisholm Flynn Hugh,1489.177554372743,1,-10.82,,48.0,1489.18,1489.18,Speed,IFSC,Men
PUccio Shane,1489.1685132358384,2,-5.42,1.06,44.5,1489.17,1495.33,Speed,IFSC,Men
Abel Ben,1489.1629588776134,2,-5.42,0.97,69.5,1489.16,1493.9,Speed,IFSC,Men
Temi Lasa,1489.1217314625906,3,-3.63,2.38,56.67,1489.12,1495.96,Speed,IFSC,Men
Mo ShuangXi,1489.101020156046,2,-5.45,0.0,30.5,1489.1,1494.55,Speed,IFSC,Men
Dunne Aiden,1489.0991386359256,1,-10.9,,26.0,1489.1,1489.1,Speed,IFSC,Men
Tyapkin Igor,1489.0845210012142,2,-5.46,0.03,24.5,1489.08,1494.56,Speed,IFSC,Men
Marak Mathisue Jone,1489.0729447561937,1,-10.93,,54.0,1489.07,1489.07,Speed,IFSC,Men
Naunov Vanco,1489.046482961986,1,-10.95,,63.0,1489.05,1489.05,Speed,IFSC,Men
Denis Karol,1488.9992355634895,2,-5.5,0.85,24.0,1489.0,1495.1,Speed,IFSC,Men
Tsiaousis Orfeas,1488.9937070244362,1,-11.01,,108.0,1488.99,1488.99,Speed,IFSC,Men
Nazarov Alexey,1488.962575184594,2,-8.45,3.66,14.5,1483.1,1488.96,Speed,IFSC,Men
RIVADENEIRA Paolo,1488.918230233642,2,-5.54,0.17,31.0,1488.92,1494.58,Speed,IFSC,Men
Maksutov Teymur,1488.9165651100784,1,-11.08,,30.0,1488.92,1488.92,Speed,IFSC,Men
Leemann Andreas,1488.9160753739338,1,-11.08,,30.0,1488.92,1488.92,Speed,IFSC,Men
CHO SANGHYUN,1488.90813671428,1,-11.09,,35.0,1488.91,1488.91,Speed,IFSC,Men
Chang Yeu-Shiang,1488.710240170522,4,-2.82,8.82,16.75,1488.71,1510.04,Speed,IFSC,Men
LE Dylan,1488.6485313924902,3,-3.78,0.41,40.67,1488.65,1496.5,Speed,IFSC,Men
Olsen Eirik Birkelund,1488.5950348919273,1,-11.4,,64.0,1488.6,1488.6,Speed,IFSC,Men
Malinowski Olaf,1488.5112610081017,1,-11.49,,65.0,1488.51,1488.51,Speed,IFSC,Men
MCCOLL Sean,1488.4537554981346,1,-11.55,,33.0,1488.45,1488.45,Speed,IFSC,Men
Musich Vladimir,1488.4332742958688,1,-11.57,,37.0,1488.43,1488.43,Speed,IFSC,Men
Lehmann Sascha,1488.4282056609484,8,-1.45,4.56,45.25,1486.29,1503.25,Speed,IFSC,Men
PAN JinYu,1488.369727728969,1,-11.63,,45.0,1488.37,1488.37,Speed,IFSC,Men
Bernal Anghelo,1488.3038565139775,2,-5.85,5.21,34.0,1488.3,1490.47,Speed,IFSC,Men
Tirado Daniel,1488.2649150047284,1,-11.74,,15.0,1488.26,1488.26,Speed,IFSC,Men
Avezou Leo,1488.183677498624,3,-3.94,2.31,56.33,1488.18,1497.61,Speed,IFSC,Men
Parry Gareth,1488.1432983713194,1,-11.86,,65.0,1488.14,1488.14,Speed,IFSC,Men
Johnston Ned,1488.1369437718804,1,-11.86,,34.0,1488.14,1488.14,Speed,IFSC,Men
Forsyth Jake,1488.0903639911046,1,-11.91,,19.0,1488.09,1488.09,Speed,IFSC,Men
Valdez Garduño Emilio,1488.07100503552,1,-11.93,,89.0,1488.07,1488.07,Speed,IFSC,Men
Tauporn Thomas,1488.0598321450448,3,-3.98,1.73,36.33,1488.06,1498.01,Speed,IFSC,Men
HO Cheuk-hei,1488.0557529312505,1,-11.94,,82.0,1488.06,1488.06,Speed,IFSC,Men
Zinchenko Volodymyr,1488.0556099809644,11,-1.09,6.26,16.36,1480.57,1505.14,Speed,IFSC,Men
TAŞ TİMUR,1488.0439300596272,1,-11.96,,47.0,1488.04,1488.04,Speed,IFSC,Men
Dohi Keita,1487.9434020840422,8,-1.51,6.67,46.25,1481.81,1494.5,Speed,IFSC,Men
Oakes Samuel,1487.9383586874303,1,-12.06,,27.0,1487.94,1487.94,Speed,IFSC,Men
Israfilov Ilham,1487.9295548087864,1,-12.07,,50.0,1487.93,1487.93,Speed,IFSC,Men
Umlauf Aodhan,1487.9281335767864,2,-6.04,11.21,50.5,1486.04,1487.93,Speed,IFSC,Men
Aliyev Amil,1487.900620173548,1,-12.1,,31.0,1487.9,1487.9,Speed,IFSC,Men
Hanssens Stephane,1487.8533900753312,1,-12.15,,51.0,1487.85,1487.85,Speed,IFSC,Men
Watabe Keita,1487.801695172129,2,-6.1,11.19,48.0,1485.98,1487.8,Speed,IFSC,Men
LIN Thomas,1487.7449480113137,2,-6.13,6.7,30.5,1487.74,1498.61,Speed,IFSC,Men
Suarez Munne Gustavo Gabriel,1487.7084519834004,1,-12.29,,47.0,1487.71,1487.71,Speed,IFSC,Men
Pugh-Williams  Mark,1487.691273240479,1,-12.31,,66.0,1487.69,1487.69,Speed,IFSC,Men
Denzel Chua Jit Yi,1487.6330845163875,1,-12.37,,68.0,1487.63,1487.63,Speed,IFSC,Men
Dobrzanski Maciej,1487.6203404064954,4,-3.09,3.6,55.0,1487.28,1497.34,Speed,IFSC,Men
Raksachat Thattana,1487.6131605669636,3,-4.13,8.88,29.67,1481.49,1490.52,Speed,IFSC,Men
Ruangrit Winai,1487.6062515546082,3,-4.13,6.48,37.0,1485.77,1488.98,Speed,IFSC,Men
Lkhagvabazar Nyambayar,1487.598330075931,1,-12.4,,29.0,1487.6,1487.6,Speed,IFSC,Men
HARADA Kai,1487.5745249968509,1,-12.43,,34.0,1487.57,1487.57,Speed,IFSC,Men
Bosler Joshua,1487.550980119392,1,-12.45,,30.0,1487.55,1487.55,Speed,IFSC,Men
Tapia Joaquin,1487.4830601449364,1,-12.52,,73.0,1487.48,1487.48,Speed,IFSC,Men
Birajdar Dhiraj Dinkar,1487.4789846423744,1,-12.52,,47.0,1487.48,1487.48,Speed,IFSC,Men
Hakamada Naoto,1487.450892458428,1,-12.55,,21.0,1487.45,1487.45,Speed,IFSC,Men
Lazarov Blagovest,1487.418053339408,1,-12.58,,47.0,1487.42,1487.42,Speed,IFSC,Men
LING Yongzhi,1487.38394072502,1,-12.62,,49.0,1487.38,1487.38,Speed,IFSC,Men
Quintana Jaime Hendrik,1487.3266725678025,1,-12.67,,51.0,1487.33,1487.33,Speed,IFSC,Men
Tagizade Cingiz,1487.3233300491615,2,-6.34,6.84,34.5,1487.32,1488.83,Speed,IFSC,Men
Marschner Kim,1487.3229810536152,2,-6.34,1.51,48.5,1487.32,1494.73,Speed,IFSC,Men
Guevara Tomas,1487.3125299364883,1,-12.69,,25.0,1487.31,1487.31,Speed,IFSC,Men
Chang Silas,1487.3056156146654,1,-12.69,,33.0,1487.31,1487.31,Speed,IFSC,Men
MATA VELASQUEZ Andrey,1487.2389593406413,1,-12.76,,67.0,1487.24,1487.24,Speed,IFSC,Men
Avdeenko Artem,1487.20335184105,2,-6.4,2.03,31.5,1487.2,1495.04,Speed,IFSC,Men
JEON HARAM,1487.1959893767753,1,-12.8,,37.0,1487.2,1487.2,Speed,IFSC,Men
Bing Qian Tan,1487.1743623036873,1,-12.83,,69.0,1487.17,1487.17,Speed,IFSC,Men
Manosalvas Josue,1487.15087185743,3,-4.28,6.43,26.33,1486.4,1488.47,Speed,IFSC,Men
Bhujel Ganesh,1487.1355738141272,2,-6.43,6.62,51.5,1487.14,1498.25,Speed,IFSC,Men
Flores Emilio,1487.054426235373,1,-12.95,,74.0,1487.05,1487.05,Speed,IFSC,Men
Payet Gaboriaud Marius,1487.0392498446502,6,-2.16,4.22,42.67,1486.17,1491.65,Speed,IFSC,Men
De Rivero Huaman Leonardo,1486.9538660830865,1,-13.05,,37.0,1486.95,1486.95,Speed,IFSC,Men
Kreis Jonas,1486.9453462008687,1,-13.05,,32.0,1486.95,1486.95,Speed,IFSC,Men
FREUDENHEIM Ethan,1486.9034243652247,1,-13.1,,42.0,1486.9,1486.9,Speed,IFSC,Men
Wagner Christian,1486.8662540319792,1,-13.13,,50.0,1486.87,1486.87,Speed,IFSC,Men
Thongmung Kritsadakorn,1486.8658538634918,2,-6.57,11.7,77.5,1486.87,1501.71,Speed,IFSC,Men
GUO ZIHAO,1486.8302398945295,1,-13.17,,58.0,1486.83,1486.83,Speed,IFSC,Men
Svub Matej,1486.7792461453205,1,-13.22,,48.0,1486.78,1486.78,Speed,IFSC,Men
JOHNSTON Ned,1486.6863231335703,1,-13.31,,51.0,1486.69,1486.69,Speed,IFSC,Men
KALIBAY Zhandos,1486.6512289793282,4,-3.34,9.67,37.0,1480.77,1492.15,Speed,IFSC,Men
Wechsler Or,1486.6475014274183,1,-13.35,,53.0,1486.65,1486.65,Speed,IFSC,Men
Chen Ruizhi,1486.6253013654343,1,-13.37,,19.0,1486.63,1486.63,Speed,IFSC,Men
Cailleux Clement,1486.5862351882784,1,-13.41,,35.0,1486.59,1486.59,Speed,IFSC,Men
PEREZ Gustavo Jose,1486.5583842509543,1,-13.44,,71.0,1486.56,1486.56,Speed,IFSC,Men
Amarasinghe Reshmin Mihin,1486.5344002353845,1,-13.47,,110.0,1486.53,1486.53,Speed,IFSC,Men
Bello Pedro,1486.5294018202362,1,-13.47,,110.0,1486.53,1486.53,Speed,IFSC,Men
Pereira Bharath,1486.4813276717937,1,-13.52,,110.0,1486.48,1486.48,Speed,IFSC,Men
Dorjsuren Enkhbaatar,1486.4751964355498,1,-13.52,,30.0,1486.48,1486.48,Speed,IFSC,Men
JIN RUI Andre Ho,1486.4518228926584,2,-6.77,0.47,44.0,1486.45,1492.89,Speed,IFSC,Men
SARAMANDIF Terence,1486.427777259044,1,-13.57,,44.0,1486.43,1486.43,Speed,IFSC,Men
Morić Krešimir,1486.410904861488,2,-6.79,1.7,46.5,1486.41,1494.41,Speed,IFSC,Men
Van Den Bosch Kiefer,1486.3772985021917,1,-13.62,,20.0,1486.38,1486.38,Speed,IFSC,Men
Strong Nicholas,1486.3652027370613,1,-13.63,,48.0,1486.37,1486.37,Speed,IFSC,Men
Marin Garcia Eduard,1486.333464603532,1,-13.67,,69.0,1486.33,1486.33,Speed,IFSC,Men
MEHMET ALİ TARIM,1486.2564717883267,1,-13.74,,71.0,1486.26,1486.26,Speed,IFSC,Men
Boulos Alessandro,1486.2061283549565,12,-1.15,6.83,35.0,1466.9,1491.68,Speed,IFSC,Men
Bogeschdorfer Lawrence,1486.176544759206,4,-3.46,7.94,48.25,1484.58,1489.1,Speed,IFSC,Men
Gabuldani Soso,1486.136565809927,1,-13.86,,94.0,1486.14,1486.14,Speed,IFSC,Men
NORDIN Aideen,1486.1234682425795,1,-13.88,,72.0,1486.12,1486.12,Speed,IFSC,Men
Ginés López Alberto,1486.1059341144933,5,-2.78,5.24,49.8,1486.11,1496.97,Speed,IFSC,Men
Ridal William,1486.105036343438,6,-2.32,3.09,51.83,1484.88,1492.57,Speed,IFSC,Men
Molina Franco Javier Iván,1486.077928637064,1,-13.92,,95.0,1486.08,1486.08,Speed,IFSC,Men
Fleury Tyler,1486.0641911356668,1,-13.94,,66.0,1486.06,1486.06,Speed,IFSC,Men
Aslam Sajid,1486.0625376783437,1,-13.94,,32.0,1486.06,1486.06,Speed,IFSC,Men
Sokolov Sergey,1486.0507847987672,1,-13.95,,40.0,1486.05,1486.05,Speed,IFSC,Men
UMLAUF Aodhan,1485.931737547266,6,-2.34,6.4,36.5,1485.36,1499.24,Speed,IFSC,Men
Japaridze Giorgi,1485.9267595061474,1,-14.07,,63.0,1485.93,1485.93,Speed,IFSC,Men
Timonov Vadim,1485.9039081564065,1,-14.1,,82.0,1485.9,1485.9,Speed,IFSC,Men
JU JIHWAN,1485.898051468561,1,-14.1,,38.0,1485.9,1485.9,Speed,IFSC,Men
VIBERG CHRISTIANSEN Frederik,1485.8127837614609,1,-14.19,,36.0,1485.81,1485.81,Speed,IFSC,Men
Muller John-David,1485.766785812318,1,-14.23,,50.0,1485.77,1485.77,Speed,IFSC,Men
Hernández Castilla Àlex,1485.7597347459214,1,-14.24,,71.0,1485.76,1485.76,Speed,IFSC,Men
Thanakornkul Supasan,1485.7445123947734,1,-14.26,,28.0,1485.74,1485.74,Speed,IFSC,Men
MOON TAEUNG,1485.7069803207896,4,-3.57,2.29,36.5,1485.71,1495.72,Speed,IFSC,Men
Michaux Baptiste,1485.6801957449757,1,-14.32,,36.0,1485.68,1485.68,Speed,IFSC,Men
Gatland Chase,1485.6743962591283,1,-14.33,,83.0,1485.67,1485.67,Speed,IFSC,Men
MAI Taede,1485.6587145288254,1,-14.34,,49.0,1485.66,1485.66,Speed,IFSC,Men
Bosler Fabian,1485.642623361622,4,-3.59,8.29,23.5,1485.64,1497.72,Speed,IFSC,Men
Dawson Peter,1485.612165310839,1,-14.39,,29.0,1485.61,1485.61,Speed,IFSC,Men
Kwon Daehyeon,1485.5842072607486,2,-7.21,6.96,22.0,1485.58,1497.71,Speed,IFSC,Men
Chae Sungjoon,1485.5802668649078,13,-1.11,3.93,16.23,1476.76,1501.14,Speed,IFSC,Men
Modrzejewski Jan,1485.5631191744978,1,-14.44,,22.0,1485.56,1485.56,Speed,IFSC,Men
Khutsishvili  Mamuka,1485.5051156208672,2,-7.25,1.73,23.5,1485.51,1493.97,Speed,IFSC,Men
PUERTA WONG Kenu,1485.49849557203,1,-14.5,,37.0,1485.5,1485.5,Speed,IFSC,Men
Faiz Mir Abuzar,1485.482536336145,1,-14.52,,50.0,1485.48,1485.48,Speed,IFSC,Men
Pope James,1485.439038898411,1,-14.56,,55.0,1485.44,1485.44,Speed,IFSC,Men
Mikeladze Erekle,1485.4172271637526,2,-7.29,2.26,41.5,1485.42,1494.31,Speed,IFSC,Men
Firnenburg Ruben,1485.4078606942064,2,-7.3,3.08,41.5,1485.41,1490.53,Speed,IFSC,Men
Jirajaturapak Sirapob,1485.3140240381715,4,-3.67,1.36,63.25,1485.31,1497.06,Speed,IFSC,Men
Knapp Lukas,1485.2407980071848,32,-0.46,6.35,29.72,1479.49,1529.7,Speed,IFSC,Men
Rekabi Davoud,1485.240760782035,1,-14.76,,96.0,1485.24,1485.24,Speed,IFSC,Men
MENSUR Hasan,1485.239067882968,1,-14.76,,64.0,1485.24,1485.24,Speed,IFSC,Men
KNAPP Lukas,1485.1719153307358,3,-4.94,1.78,40.33,1485.17,1496.96,Speed,IFSC,Men
Lindbäck Kristoffer,1485.1267056977322,1,-14.87,,84.0,1485.13,1485.13,Speed,IFSC,Men
Pecikiewicz Szymon,1485.113304430232,3,-4.96,4.16,52.33,1485.11,1497.06,Speed,IFSC,Men
WROBLEWSKI Mikolaj,1484.9460562717868,1,-15.05,,64.0,1484.95,1484.95,Speed,IFSC,Men
CHICAIZA Tomas,1484.9302707192965,1,-15.07,,37.0,1484.93,1484.93,Speed,IFSC,Men
Quinteros Andres,1484.9171560883158,6,-2.51,6.41,22.17,1484.34,1503.49,Speed,IFSC,Men
Priestley Sefton,1484.859366620712,1,-15.14,,51.0,1484.86,1484.86,Speed,IFSC,Men
Escobar Ronny,1484.8566762378682,3,-5.05,4.86,69.0,1484.86,1499.78,Speed,IFSC,Men
Baratzadeh Gholamali,1484.7989135846874,2,-7.6,8.61,79.0,1484.8,1498.49,Speed,IFSC,Men
Sikora Paweł,1484.790146572002,4,-5.22,4.39,14.5,1479.11,1493.84,Speed,IFSC,Men
TAŞ Ti̇mur,1484.7363085391853,1,-15.26,,65.0,1484.74,1484.74,Speed,IFSC,Men
MULLER John-David,1484.727680473699,1,-15.27,,45.0,1484.73,1484.73,Speed,IFSC,Men
Her Youngwook,1484.6639204646876,2,-7.67,3.17,21.5,1484.66,1490.09,Speed,IFSC,Men
Perez Gustavo Jose,1484.57082969447,3,-5.14,6.86,55.0,1484.57,1497.96,Speed,IFSC,Men
Seo Sungbo,1484.4915754575657,3,-5.17,1.85,47.33,1484.49,1493.76,Speed,IFSC,Men
BARABAS Mikolaj,1484.435230862149,1,-15.56,,65.0,1484.44,1484.44,Speed,IFSC,Men
CHILIE DanZeng,1484.4169411931018,2,-7.79,2.22,24.0,1484.42,1490.64,Speed,IFSC,Men
Galla Zach,1484.3596638655995,6,-2.61,5.47,57.0,1484.36,1492.38,Speed,IFSC,Men
Rudigier Max,1484.1456568692734,2,-7.93,7.77,38.0,1484.15,1497.56,Speed,IFSC,Men
NARASAKI Tomoa,1484.0466612110831,1,-15.95,,38.0,1484.05,1484.05,Speed,IFSC,Men
